Gene	ORF_length	inframe_cov	inframe_count	shift_plus_cov	shift_plus_count	shift_minus_cov	shift_minus_count	RNA_seq_cov	RNA_seq_count
CRP_NM_000567	875	14.07	311	2.96	30	4.74	48	NA	NA
CRTAP_NM_006371	1406	0.08	1	0	0	0	0	NA	NA
CRY2_NM_021117	2045	0.05	1	0	0	0	0	NA	NA
CRYL1_NM_015974	1160	0.1	1	0	0	0	0	NA	NA
CRYZ_NM_001130042	1190	0.71	7	0	0	0	0	NA	NA
CSAD_NM_015989	1763	0.06	1	0	0	0	0	NA	NA
CSDE1_NM_001242891	2735	0.04	1	0.04	1	0	0	NA	NA
CSF1R_NM_005211	3119	0.03	1	0	0	0	0	NA	NA
CSNK1A1_NM_001025105	1298	0.09	1	0	0	0	0	NA	NA
CSNK2A3_NM_001256686	1376	0.09	1	0	0	0	0	NA	NA
CSRNP3_NM_001172173	1958	0.06	1	0	0	0	0	NA	NA
CSRP1_NM_001193571	782	0.69	5	0.17	1	0	0	NA	NA
CSRP2BP_NM_020536	2549	0.04	1	0	0	0	0	NA	NA
CST3_NM_001288614	641	2.49	12	0	0	0	0	NA	NA
CSTA_NM_005213	497	0.34	1	0	0	0	0	NA	NA
CSTF2T_NM_015235	2051	0.05	1	0	0	0	0	NA	NA
CS_NM_004077	1601	0.14	2	0.07	1	0.07	1	NA	NA
CTAGE1_NM_172241	2438	0.09	2	0	0	0	0	NA	NA
CTAGE5_NM_001247989	2630	0.04	1	0.04	1	0	0	NA	NA
CTBS_NM_004388	1358	0.17	2	0	0	0.09	1	NA	NA
CTC1_NM_025099	3854	0.03	1	0	0	0	0	NA	NA
CTDSPL2_NM_016396	1601	0.07	1	0	0	0	0	NA	NA
CTGF_NM_001901	1250	0.29	3	0.1	1	0	0	NA	NA
CTNNA1_NM_001903	2921	0.18	5	0	0	0	0	NA	NA
CTNNAL1_NM_003798	2405	0.05	1	0	0	0	0	NA	NA
CTNNB1_NM_001904	2546	0.3	7	0.09	2	0.04	1	NA	NA
CTNND1_NM_001085458	3107	0.07	2	0	0	0.03	1	NA	NA
CTPS2_NM_001144002	1961	0.06	1	0	0	0	0	NA	NA
CTR9_NM_014633	3722	0.06	2	0	0	0	0	NA	NA
CTSA_NM_000308	1697	0.33	5	0.07	1	0	0	NA	NA
CTSB_NM_147780	1220	2.55	36	0.49	5	0.49	5	NA	NA
CTSC_NM_001814	1592	0.07	1	0.07	1	0	0	NA	NA
CTSD_NM_001909	1439	2.82	44	0.24	3	0.4	5	NA	NA
CTSF_NM_003793	1655	0.14	2	0	0	0	0	NA	NA
CTSH_NM_004390	1208	0.2	2	0	0	0.1	1	NA	NA
CTSL_NM_001912	1202	0.9	10	0.2	2	0.1	1	NA	NA
CTSO_NM_001334	1166	0.21	2	0	0	0.1	1	NA	NA
CTSS_NM_004079	1196	0.4	4	0.2	2	0	0	NA	NA
CTSZ_NM_001336	1112	0.66	7	0.22	2	0.22	2	NA	NA
CTTN_NM_001184740	2105	0.05	1	0	0	0	0	NA	NA
CUL3_NM_001257198	2525	0.04	1	0	0	0	0	NA	NA
CUL4B_NM_003588	2942	0.04	1	0	0	0	0	NA	NA
CUTA_NM_001014433	797	0.17	1	0	0	0	0	NA	NA
CUX1_NM_001202543	4751	0.04	2	0	0	0	0	NA	NA
CWC15_NM_016403	890	0.14	1	0	0	0	0	NA	NA
CXADR_NM_001338	1298	0.18	2	0	0	0	0	NA	NA
CXCL12_NM_001178134	623	0.24	1	0	0	0	0	NA	NA
CXCL16_NM_022059	1022	0.24	2	0	0	0	0	NA	NA
CXCL2_NM_002089	524	0.31	2	0	0	0	0	NA	NA
CXorf56_NM_022101	869	0.15	1	0	0	0	0	NA	NA
CYB561_NM_001017916	956	0.13	1	0	0	0	0	NA	NA
CYB5A_NM_148923	605	3.21	18	0.49	2	0.49	2	NA	NA
CYB5R3_NM_001171660	1205	0.3	3	0	0	0.1	1	NA	NA
CYBA_NM_000101	788	0.17	2	0	0	0	0	NA	NA
CYBB_NM_000397	1913	0.23	4	0	0	0	0	NA	NA
CYBRD1_NM_024843	1061	0.12	1	0	0	0	0	NA	NA
CYCS_NM_018947	518	0.63	2	0	0	0.31	1	NA	NA
CYP1A1_NM_000499	1739	0.13	2	0.06	1	0.06	1	NA	NA
CYP1A2_NM_000761	1751	2.64	53	0.32	5	0.32	5	NA	NA
CYP27A1_NM_000784	1796	0.69	14	0.06	1	0.13	2	NA	NA
CYP2A13_NM_000766	1685	0.13	2	0	0	0	0	NA	NA
CYP2A6_NM_000762	1685	0.67	11	0.07	1	0	0	NA	NA
CYP2A7_NM_000764	1685	0.27	4	0	0	0	0	NA	NA
CYP2B6_NM_000767	1676	0.75	13	0	0	0.14	2	NA	NA
CYP2C18_NM_000772	1673	0.2	5	0.14	2	0.14	2	NA	NA
CYP2C19_NM_000769	1673	0.61	10	0.07	1	0.14	2	NA	NA
CYP2C8_NM_000770	1673	2.99	69	0.07	1	0.54	8	NA	NA
CYP2C9_NM_000771	1673	2.58	62	0.27	5	0.68	13	NA	NA
CYP2D6_NM_000106	1694	0.47	7	0	0	0.07	1	NA	NA
CYP2E1_NM_000773	1682	8.91	315	2.16	41	2.36	45	NA	NA
CYP2J2_NM_000775	1709	0.13	3	0.07	1	0	0	NA	NA
CYP3A4_NM_017460	1712	1.85	32	0	0	0.46	7	NA	NA
CYP3A5_NM_000777	1709	1.33	21	0.13	2	0.13	2	NA	NA
CYP3A7-CYP3A51P_NM_001256497	1808	0.12	2	0	0	0.06	1	NA	NA
CYP3A7_NM_000765	1712	0.26	4	0	0	0.07	1	NA	NA
CYP4A11_NM_000778	1760	1.03	21	0.13	2	0.19	3	NA	NA
CYP4A22_NM_001010969	1760	0.32	5	0	0	0.13	2	NA	NA
CYP4F11_NM_021187	1775	0.25	4	0	0	0	0	NA	NA
CYP4F12_NM_023944	1775	0.06	1	0	0	0	0	NA	NA
CYP4F2_NM_001082	1763	0.51	8	0.06	1	0	0	NA	NA
CYP4V2_NM_207352	1778	0.19	3	0.13	2	0.06	1	NA	NA
CYP51A1_NM_000786	1730	0.26	5	0.13	2	0.13	2	NA	NA
CYP7A1_NM_000780	1715	0.07	1	0	0	0	0	NA	NA
CYP7B1_NM_004820	1721	0.07	1	0	0	0.07	1	NA	NA
CYP8B1_NM_004391	1706	1.73	31	0.27	4	0.66	11	NA	NA
CYR61_NM_001554	1346	0.09	1	0.09	1	0	0	NA	NA
D2HGDH_NM_152783	1766	0.06	1	0	0	0	0	NA	NA
DAG1_NM_001165928	2888	0.07	2	0	0	0.04	1	NA	NA
DAGLB_NM_139179	2219	0.05	1	0	0	0	0	NA	NA
DAZAP2_NM_001136266	824	0.32	2	0.16	1	0	0	NA	NA
DBI_NM_001178017	647	1.34	9	0.45	2	0	0	NA	NA
DBNL_NM_001122956	1520	0.08	1	0	0	0	0	NA	NA
DBT_NM_001918	1649	0.21	3	0.07	1	0	0	NA	NA
DCAF11_NM_025230	1841	0.06	1	0	0	0	0	NA	NA
DCLRE1A_NM_014881	3323	0.03	1	0	0	0	0	NA	NA
DCLRE1C_NM_001033855	2279	0.05	1	0	0	0	0	NA	NA
DCN_NM_001920	1280	0.83	9	0.46	5	0	0	NA	NA
DCP1B_NM_152640	2054	0.05	1	0	0	0	0	NA	NA
DCTN1_NM_004082	4037	0.1	4	0	0	0	0	NA	NA
DCTN2_NM_001261412	1412	0.08	1	0	0	0	0	NA	NA
DCTN3_NM_007234	761	0.36	2	0	0	0	0	NA	NA
DCTPP1_NM_024096	713	0.19	1	0	0	0	0	NA	NA
DCUN1D1_NM_020640	980	0.26	3	0	0	0	0	NA	NA
DCXR_NM_016286	935	0.95	9	0.14	1	0.27	3	NA	NA
DDB1_NM_001923	3623	0.06	2	0	0	0	0	NA	NA
DDHD2_NM_015214	2336	0.05	1	0	0	0	0	NA	NA
DDOST_NM_005216	1571	0.44	6	0	0	0	0	NA	NA
DDRGK1_NM_023935	1145	0.11	1	0	0	0.21	2	NA	NA
DDX17_NM_001098504	2396	0.27	7	0	0	0	0	NA	NA
DDX19B_NM_007242	1640	0.07	1	0	0	0	0	NA	NA
DDX23_NM_004818	2663	0.04	1	0.04	1	0	0	NA	NA
DDX24_NM_020414	2780	0.16	4	0	0	0	0	NA	NA
DDX27_NM_017895	2591	0.04	1	0	0	0	0	NA	NA
DDX3X_NM_001356	2189	0.25	5	0	0	0.1	3	NA	NA
DDX49_NM_019070	1652	0.07	1	0	0	0	0	NA	NA
DDX56_NM_019082	1844	0.06	1	0	0	0	0	NA	NA
DDX5_NM_004396	2045	0.16	3	0.05	1	0.05	2	NA	NA
DECR1_NM_001359	1208	0.5	5	0.1	1	0.2	2	NA	NA
DECR2_NM_020664	1079	0.11	1	0	0	0	0	NA	NA
DEGS1_NM_003676	1172	0.1	1	0	0	0.1	1	NA	NA
DEK_NM_003472	1328	0.09	1	0	0	0	0	NA	NA
DENND1B_NM_001195215	2528	0.04	1	0	0	0	0	NA	NA
DENND4A_NM_001144823	5921	0.02	1	0	0	0	0	NA	NA
DENND4C_NM_017925	5930	0.02	1	0	0	0.02	1	NA	NA
DERA_NM_015954	1157	0.21	2	0	0	0	0	NA	NA
DERL1_NM_024295	956	0.26	2	0	0	0	0	NA	NA
DERL2_NM_016041	920	0.42	3	0	0	0	0	NA	NA
DGAT1_NM_012079	1667	0.07	1	0	0	0.07	1	NA	NA
DGAT2_NM_032564	1367	0.26	4	0	0	0.09	1	NA	NA
DGCR2_NM_005137	1853	0.06	1	0	0	0	0	NA	NA
DHCR24_NM_014762	1751	1.42	27	0	0	0.26	4	NA	NA
DHCR7_NM_001360	1628	0.49	8	0.07	1	0	0	NA	NA
DHFR_NM_000791	764	0.18	1	0	0	0	0	NA	NA
DHRS3_NM_004753	1109	0.77	7	0.11	1	0.22	3	NA	NA
DHRS4_NM_021004	1037	0.24	2	0.12	1	0	0	NA	NA
DHRS7B_NM_015510	1178	0.2	2	0	0	0	0	NA	NA
DHRS7_NM_016029	1220	0.29	3	0	0	0	0	NA	NA
DHTKD1_NM_018706	2960	0.18	5	0	0	0	0	NA	NA
DHX15_NM_001358	2588	0.04	1	0	0	0	0	NA	NA
DHX29_NM_019030	4310	0.02	1	0	0	0	0	NA	NA
DHX30_NM_138615	3785	0.06	2	0	0	0	0	NA	NA
DHX38_NM_014003	3884	0.03	1	0	0	0	0	NA	NA
DHX57_NM_198963	4361	0.02	1	0	0	0	0	NA	NA
DHX9_NM_001357	4013	0.1	4	0	0	0	0	NA	NA
DIAPH1_NM_005219	4019	0.03	1	0	0	0.03	1	NA	NA
DIAPH2_NM_006729	3506	0.06	2	0	0	0	0	NA	NA
DIDO1_NM_033081	6923	0.03	2	0	0	0	0	NA	NA
DIEXF_NM_014388	2471	0.04	1	0	0	0	0	NA	NA
DIP2C_NM_014974	4871	0.02	1	0	0	0	0	NA	NA
DIRC2_NM_032839	1637	0.07	1	0	0	0	0	NA	NA
DKC1_NM_001363	1745	0.13	2	0	0	0	0	NA	NA
DLAT_NM_001931	2144	0.1	2	0	0	0	0	NA	NA
DLC1_NM_182643	4787	0.02	1	0	0	0	0	NA	NA
DLD_NM_000108	1730	0.13	2	0.13	2	0.07	1	NA	NA
DLG1_NM_004087	2981	0.07	2	0	0	0	0	NA	NA
DLST_NM_001933	1562	0.15	2	0	0	0.07	1	NA	NA
DMD_NM_004006	11258	0.01	1	0	0	0	0	NA	NA
DMGDH_NM_013391	2801	0.19	5	0	0	0	0	NA	NA
DNAJA1_NM_001539	1394	0.84	10	0	0	0.08	1	NA	NA
DNAJA2_NM_005880	1439	0.08	1	0	0	0	0	NA	NA
DNAJB11_NM_016306	1277	0.56	6	0	0	0	0	NA	NA
DNAJB12_NM_001002762	1430	0.08	1	0	0	0	0	NA	NA
DNAJB1_NM_006145	1223	0.2	2	0	0	0.1	1	NA	NA
DNAJB4_NM_007034	1214	0.2	2	0	0	0	0	NA	NA
DNAJB9_NM_012328	872	0.6	6	0	0	0.15	1	NA	NA
DNAJC12_NM_021800	797	0.17	1	0	0	0	0	NA	NA
DNAJC13_NM_015268	6932	0.01	1	0	0	0	0	NA	NA
DNAJC15_NM_013238	653	0.22	1	0.22	1	0	0	NA	NA
DNAJC19_NM_145261	551	0.28	1	0	0	0	0	NA	NA
DNAJC1_NM_022365	1865	0.3	5	0	0	0	0	NA	NA
DNAJC25_NM_001015882	1283	0.09	1	0	0	0	0	NA	NA
DNAJC3_NM_006260	1715	0.26	4	0	0	0.07	1	NA	NA
DNAJC7_NM_003315	1685	0.07	1	0	0	0.07	1	NA	NA
DNAJC8_NM_014280	962	0.13	1	0	0	0	0	NA	NA
DNAJC9_NM_015190	983	0.13	1	0	0	0	0	NA	NA
DNASE1L3_NM_004944	1118	1.2	12	0.33	3	0	0	NA	NA
DNASE2_NM_001375	1283	0.09	1	0	0	0	0	NA	NA
DNLZ_NM_001080849	737	0.19	1	0	0	0	0	NA	NA
DNM1L_NM_001278464	2450	0.13	3	0	0	0	0	NA	NA
DNM2_NM_001005361	2813	0.04	1	0	0	0	0	NA	NA
DNMT3A_NM_175629	2939	0.04	1	0	0	0	0	NA	NA
DNPH1_NM_006443	725	0.38	2	0	0	0	0	NA	NA
DNTTIP2_NM_014597	2471	0.04	1	0	0	0	0	NA	NA
DOCK4_NM_014705	6101	0.02	1	0	0	0.02	1	NA	NA
DOK4_NM_018110	1181	0.1	1	0	0	0	0	NA	NA
DOLPP1_NM_020438	917	0.28	2	0	0	0	0	NA	NA
DPAGT1_NM_001382	1427	0.16	2	0	0	0	0	NA	NA
DPF2_NM_006268	1376	0.09	1	0	0	0	0	NA	NA
DPM3_NM_018973	569	0.27	1	0	0	0	0	NA	NA
DPP4_NM_001935	2501	0.09	2	0.04	1	0	0	NA	NA
DPP7_NM_013379	1679	0.07	1	0	0	0	0	NA	NA
DPP9_NM_139159	2879	0.04	1	0	0	0	0	NA	NA
DPY19L1_NM_015283	2228	0.05	1	0	0	0.05	1	NA	NA
DPY19L3_NM_207325	2351	0.05	1	0.05	1	0	0	NA	NA
DPYD_NM_000110	3278	0.03	1	0	0	0	0	NA	NA
DPYS_NM_001385	1760	0.51	8	0	0	0.06	1	NA	NA
DRG1_NM_004147	1304	0.09	1	0	0	0	0	NA	NA
DSG2_NM_001943	3557	0.18	6	0.06	2	0	0	NA	NA
DSP_NM_004415	8816	0.03	3	0.01	1	0.01	1	NA	NA
DSTN_NM_006870	698	0.4	2	0.2	1	0	0	NA	NA
DST_NM_001144769	17228	0.01	2	0	0	0	0	NA	NA
DTD1_NM_080820	830	0.16	1	0	0	0	0	NA	NA
DTX3L_NM_138287	2423	0.18	4	0	0	0	0	NA	NA
DUSP1_NM_004417	1304	0.09	1	0.18	2	0	0	NA	NA
DUSP22_NM_001286555	818	0.16	1	0	0	0	0	NA	NA
DUSP3_NM_004090	758	0.18	1	0	0	0	0	NA	NA
DYNC1H1_NM_001376	14141	0.01	2	0	0	0.01	2	NA	NA
DYNC1LI1_NM_016141	1772	0.06	1	0	0	0.13	2	NA	NA
DYNLL1_NM_001037494	470	1.11	3	0	0	0	0	NA	NA
DYNLL2_NM_080677	470	0.37	1	0	0	0	0	NA	NA
DYSF_NM_001130987	6560	0.06	4	0.02	1	0	0	NA	NA
EARS2_NM_001308211	1805	0.06	1	0	0	0	0	NA	NA
EBAG9_NM_004215	842	0.16	1	0	0	0	0	NA	NA
EBI3_NM_005755	890	0.14	1	0	0	0	0	NA	NA
EBPL_NM_032565	821	0.32	2	0.32	2	0	0	NA	NA
EBP_NM_006579	893	0.72	5	0	0	0	0	NA	NA
ECD_NM_001135752	2234	0.05	1	0	0	0	0	NA	NA
ECE1_NM_001397	2513	0.09	2	0	0	0	0	NA	NA
ECH1_NM_001398	1187	0.91	14	0	0	0	0	NA	NA
ECHDC1_NM_001139510	1124	0.11	1	0.11	1	0	0	NA	NA
ECHS1_NM_004092	1073	1.49	13	0.11	1	0.34	3	NA	NA
ECI2_NM_206836	1385	0.25	3	0	0	0	0	NA	NA
ECM1_NM_001202858	1904	0.23	4	0	0	0	0	NA	NA
ECM2_NM_001393	2300	0.05	2	0	0	0	0	NA	NA
EDEM2_NM_018217	1937	0.06	1	0	0	0	0	NA	NA
EDEM3_NM_025191	2999	0.04	1	0	0	0	0	NA	NA
EDF1_NM_003792	647	1.12	5	0	0	0	0	NA	NA
EDNRB_NM_001201397	1799	0.25	4	0	0	0	0	NA	NA
EEF1A1_NM_001402	1589	3.67	82	0.5	10	0.94	14	NA	NA
EEF1B2_NM_001959	878	0.88	8	0	0	0.15	1	NA	NA
EEF1D_NM_032378	2144	0.26	5	0.05	1	0	0	NA	NA
EEF1G_NM_001404	1514	0.3	4	0.08	1	0	0	NA	NA
EEF2KMT_NM_201400	1193	0.1	1	0	0	0	0	NA	NA
EEF2_NM_001961	2777	0.74	21	0.08	2	0.04	1	NA	NA
EFCAB14_NM_014774	1688	0.07	2	0	0	0	0	NA	NA
EFNA1_NM_004428	818	0.16	1	0	0	0	0	NA	NA
EFR3A_NM_015137	2666	0.04	1	0	0	0.04	1	NA	NA
EGFR_NM_005228	3833	0.08	3	0	0	0	0	NA	NA
EHD1_NM_001282445	1847	0.06	1	0	0	0	0	NA	NA
EHD3_NM_014600	1808	0.12	2	0	0	0.06	1	NA	NA
EHD4_NM_139265	1826	0.06	1	0	0	0	0	NA	NA
EHHADH_NM_001966	2372	0.32	7	0.05	1	0.18	4	NA	NA
EHMT1_NM_024757	4097	0.03	1	0	0	0	0	NA	NA
EI24_NM_004879	1223	0.2	2	0	0	0	0	NA	NA
EID1_NM_014335	764	0.18	1	0	0	0	0	NA	NA
EID2_NM_153232	911	0.14	1	0	0	0	0	NA	NA
EIF1AX_NM_001412	635	0.46	2	0	0	0	0	NA	NA
EIF1_NM_005801	542	2.92	15	0.58	2	0.58	2	NA	NA
EIF2AK2_NM_002759	1856	0.06	1	0.06	1	0	0	NA	NA
EIF2A_NM_032025	1958	0.23	4	0.06	1	0	0	NA	NA
EIF2B1_NM_001414	1118	0.11	1	0	0	0	0	NA	NA
EIF2B4_NM_172195	1832	0.06	1	0	0	0	0	NA	NA
EIF2S2_NM_003908	1202	0.3	3	0	0	0	0	NA	NA
EIF2S3_NM_001415	1619	0.28	4	0	0	0	0	NA	NA
EIF3A_NM_003750	4349	0.1	4	0.02	1	0	0	NA	NA
EIF3B_NM_001037283	2645	0.12	3	0.08	2	0	0	NA	NA
EIF3CL_NM_001099661	2945	0.18	5	0	0	0.04	1	NA	NA
EIF3C_NM_001199142	2945	0.07	2	0	0	0	0	NA	NA
EIF3E_NM_001568	1538	0.15	2	0.15	2	0.07	1	NA	NA
EIF3F_NM_003754	1274	0.09	1	0	0	0	0	NA	NA
EIF3I_NM_003757	1178	0.1	2	0	0	0	0	NA	NA
EIF3K_NM_013234	857	0.15	1	0	0	0.15	1	NA	NA
EIF3M_NM_006360	1325	0.09	2	0.09	1	0	0	NA	NA
EIF4A1_NM_001416	1421	0.33	4	0	0	0	0	NA	NA
EIF4A2_NM_001967	1424	0.16	2	0	0	0	0	NA	NA
EIF4B_NM_001300821	2051	0.22	4	0.05	1	0.05	1	NA	NA
EIF4E2_NM_004846	938	0.14	1	0	0	0	0	NA	NA
EIF4G1_NM_001194946	5021	0.19	9	0	0	0.02	1	NA	NA
EIF4G2_NM_001172705	2924	0.07	2	0.04	1	0	0	NA	NA
EIF4H_NM_022170	947	0.54	4	0	0	0	0	NA	NA
EIF5AL1_NM_001099692	665	0.65	3	0	0	0.22	1	NA	NA
EIF5A_NM_001143760	755	0.72	4	0.36	2	0.18	1	NA	NA
EIF6_NM_181468	938	0.14	1	0	0	0	0	NA	NA
ELAVL1_NM_001419	1181	0.1	1	0	0	0.1	1	NA	NA
ELF1_NM_172373	2060	0.05	1	0	0	0	0	NA	NA
ELMOD2_NM_153702	1082	0.23	2	0	0	0.11	1	NA	NA
ELOVL1_NM_001256399	1040	0.12	1	0	0	0	0	NA	NA
ELOVL2_NM_017770	1091	0.34	3	0	0	0	0	NA	NA
ELOVL5_NM_001242828	1181	0.1	1	0	0	0	0	NA	NA
ELP2_NM_001242875	2876	0.04	1	0	0	0	0	NA	NA
EMC10_NM_206538	989	0.25	2	0.13	1	0	0	NA	NA
EMC1_NM_015047	3182	0.1	3	0	0	0	0	NA	NA
EMC3_NM_018447	986	0.89	8	0	0	0	0	NA	NA
EMC4_NM_016454	752	0.18	1	0	0	0	0	NA	NA
EMC7_NM_020154	929	0.14	1	0	0	0.14	1	NA	NA
EML2_NM_001193268	2753	0.04	1	0	0	0	0	NA	NA
EML3_NM_001300793	2957	0.04	1	0	0	0	0	NA	NA
ENDOG_NM_004435	1094	0.11	1	0	0	0	0	NA	NA
ENG_NM_001114753	2177	0.15	3	0	0	0	0	NA	NA
ENO1_NM_001428	1505	0.61	9	0.08	1	0.15	2	NA	NA
ENO3_NM_001976	1505	0.08	1	0	0	0	0	NA	NA
ENOX2_NM_182314	2033	0.05	1	0	0	0	0	NA	NA
ENPEP_NM_001977	3074	0.38	11	0	0	0.07	2	NA	NA
ENPP1_NM_006208	2978	0.18	5	0	0	0	0	NA	NA
ENPP2_NM_006209	2948	0.04	1	0	0	0	0	NA	NA
ENPP4_NM_014936	1562	0.07	1	0	0	0	0	NA	NA
ENTPD4_NM_004901	2051	0.05	1	0	0	0	0	NA	NA
ENTPD5_NM_001249	1487	0.39	6	0	0	0.23	3	NA	NA
ENTPD6_NM_001247	1655	0.07	1	0	0	0	0	NA	NA
EPAS1_NM_001430	2813	0.08	2	0.08	2	0	0	NA	NA
EPB41L5_NM_020909	2402	0.05	1	0	0	0	0	NA	NA
EPB41_NM_001166005	2795	0.08	2	0.04	1	0	0	NA	NA
EPHA1_NM_005232	3131	0.07	2	0	0	0	0	NA	NA
EPHX1_NM_001291163	1568	2.78	48	0.44	6	0.15	3	NA	NA
EPHX2_NM_001979	1868	0.3	5	0.06	1	0.18	3	NA	NA
EPN1_NM_001130071	2189	0.05	1	0	0	0	0	NA	NA
EPS15_NM_001981	2891	0.04	1	0	0	0.04	1	NA	NA
EPS8_NM_004447	2669	0.04	1	0	0	0	0	NA	NA
EPSTI1_NM_001002264	1433	0.08	1	0	0	0	0	NA	NA
ERAP1_NM_016442	3047	0.11	3	0.04	1	0.07	2	NA	NA
ERBB2IP_NM_001253699	4460	0.02	1	0	0	0.02	1	NA	NA
ERCC1_NM_202001	1172	0.1	1	0	0	0	0	NA	NA
ERCC5_NM_000123	3761	0.03	1	0	0	0	0	NA	NA
ERGIC1_NM_001031711	1073	0.46	4	0	0	0	0	NA	NA
ERGIC3_NM_198398	1367	0.17	2	0.09	1	0	0	NA	NA
ERH_NM_004450	515	0.32	1	0	0	0	0	NA	NA
ERLIN1_NM_006459	1247	0.57	6	0	0	0	0	NA	NA
ERLIN2_NM_007175	1220	0.2	2	0.1	1	0	0	NA	NA
ERMP1_NM_024896	2915	0.07	2	0.04	1	0	0	NA	NA
ERO1A_NM_014584	1607	0.14	2	0	0	0	0	NA	NA
ERO1B_NM_019891	1604	0.07	1	0	0	0	0	NA	NA
ERP29_NM_006817	986	0.64	5	0.13	1	0.13	1	NA	NA
ERP44_NM_015051	1421	0.49	6	0.33	4	0.08	1	NA	NA
ERRFI1_NM_018948	1589	0.07	1	0	0	0	0	NA	NA
ESAM_NM_138961	1373	0.09	1	0	0	0	0	NA	NA
ESCO1_NM_052911	2723	0.04	1	0	0	0	0	NA	NA
ESD_NM_001984	1049	0.35	3	0	0	0	0	NA	NA
ESF1_NM_016649	2756	0.08	2	0	0	0.04	1	NA	NA
ESR1_NM_001291230	1994	0.06	1	0	0	0	0	NA	NA
ESRP2_NM_024939	2354	0.05	1	0	0	0	0	NA	NA
ESYT1_NM_001184796	3545	0.12	4	0	0	0.03	1	NA	NA
ETFA_NM_000126	1202	1	10	0.1	1	0.2	2	NA	NA
ETFB_NM_001014763	1241	0.48	5	0	0	0	0	NA	NA
ETFDH_NM_004453	2054	0.32	7	0	0	0.05	1	NA	NA
ETHE1_NM_014297	965	0.13	1	0	0	0.13	1	NA	NA
ETNK2_NM_001297760	1385	0.08	1	0	0	0	0	NA	NA
ETNPPL_NM_031279	1700	0.13	2	0.13	2	0	0	NA	NA
ETS2_NM_001256295	2030	0.11	2	0	0	0	0	NA	NA
EWSR1_NM_013986	2186	0.05	1	0	0	0	0	NA	NA
EXOC2_NM_018303	2975	0.11	3	0	0	0	0	NA	NA
EXOC3L2_NM_138568	1430	0.08	1	0	0	0	0	NA	NA
EXOC7_NM_001145297	2408	0.05	1	0.05	1	0	0	NA	NA
EXOSC8_NM_181503	1031	0.12	1	0	0	0	0	NA	NA
EXT1_NM_000127	2441	0.04	1	0	0	0	0	NA	NA
EXT2_NM_000401	2456	0.04	1	0	0	0	0	NA	NA
EZR_NM_003379	1961	0.06	1	0	0	0	0	NA	NA
F10_NM_000504	1667	0.55	10	0.07	1	0	0	NA	NA
F11R_NM_016946	1100	0.33	3	0	0	0.22	2	NA	NA
F11_NM_000128	2078	0.32	8	0	0	0.05	1	NA	NA
F12_NM_000505	2048	0.32	6	0	0	0	0	NA	NA
F13B_NM_001994	2186	0.4	8	0.05	1	0.05	1	NA	NA
F2RL2_NM_004101	1325	0.09	1	0	0	0	0	NA	NA
F2_NM_000506	2069	2.68	70	0.43	8	0.32	6	NA	NA
F5_NM_000130	6875	0.43	30	0.06	4	0.01	1	NA	NA
F7_NM_000131	1601	0.29	6	0	0	0	0	NA	NA
F8_NM_000132	7256	0.1	7	0	0	0.04	3	NA	NA
F9_NM_000133	1586	1.52	31	0.14	2	0.43	6	NA	NA
FABP1_NM_001443	584	9.64	92	1.3	5	2.08	8	NA	NA
FADS2_NM_004265	1535	0.52	7	0	0	0	0	NA	NA
FAF1_NM_007051	2153	0.05	1	0	0	0	0	NA	NA
FAHD2A_NM_016044	1145	0.11	1	0	0	0.11	1	NA	NA
FAH_NM_000137	1460	0.56	7	0.08	1	0	0	NA	NA
FAM107B_NM_031453	1121	0.33	3	0	0	0	0	NA	NA
FAM109B_NM_001002034	980	0.13	1	0	0	0	0	NA	NA
FAM110C_NM_001077710	1166	0.1	1	0	0	0	0	NA	NA
FAM114A1_NM_138389	1892	0.06	1	0	0	0	0	NA	NA
FAM120A_NM_014612	3557	0.03	1	0.03	1	0	0	NA	NA
FAM120B_NM_001286380	3002	0.04	1	0	0	0	0	NA	NA
FAM126A_NM_032581	1766	0.06	1	0	0	0	0	NA	NA
FAM134B_NM_001034850	1694	0.07	1	0	0	0	0	NA	NA
FAM136A_NM_032822	617	0.24	1	0	0	0	0	NA	NA
FAM13A_NM_014883	3272	0.03	1	0	0	0	0	NA	NA
FAM167B_NM_032648	692	0.2	1	0	0	0	0	NA	NA
FAM173A_NM_023933	908	0.28	2	0	0	0	0	NA	NA
FAM177A1_NM_173607	911	0.28	2	0.28	2	0	0	NA	NA
FAM192A_NM_024946	965	0.13	1	0	0	0	0	NA	NA
FAM208A_NM_001112736	4739	0.02	1	0.02	1	0.02	1	NA	NA
FAM208B_NM_017782	7493	0.03	2	0	0	0	0	NA	NA
FAM213A_NM_001243780	890	0.43	3	0	0	0	0	NA	NA
FAM214A_NM_001286495	3452	0.03	1	0	0	0	0	NA	NA
FAM21A_NM_001005751	4226	0.05	2	0	0	0	0	NA	NA
FAM50A_NM_004699	1220	0.2	2	0	0	0	0	NA	NA
FAM83G_NM_001039999	2672	0.04	1	0	0	0	0	NA	NA
FAM8A1_NM_016255	1442	0.08	1	0	0	0	0	NA	NA
FAM91A1_NM_144963	2717	0.04	1	0.04	1	0	0	NA	NA
FAM98A_NM_015475	1757	0.13	2	0	0	0	0	NA	NA
FANCC_NM_000136	1877	0.06	1	0	0	0	0	NA	NA
